,Lat,Lng,Price,Tempature (C),ZipCode
2506,41.57,-75.41,94200.0,-1.03,18472
2507,39.0,-85.06,83300.0,3.03,47018
2508,41.16,-80.73,49900.0,1.24,44437
2509,43.66,-72.03,170600.0,-2.41,03741
2510,43.14,-71.25,265300.0,-1.11,03037
2511,43.09,-76.87,63800.0,-0.2,14433
2512,43.22,-78.48,93000.0,1.51,14105
2513,44.19,-70.15,143300.0,-2.0,04236
2514,42.41,-74.02,125000.0,-4.0,12083
2515,36.27,-80.23,118100.0,4.86,27019
2516,47.36,-122.86,295400.0,7.67,98524
2517,29.14,-81.14,162200.0,12.6,32124
2518,41.31,-87.02,130700.0,1.24,46347
2519,34.72,-83.69,143700.0,1.66,30571
2520,42.45,-72.57,234400.0,-2.22,01375
2521,38.35,-86.01,123500.0,4.31,47124
2522,41.4,-72.46,249900.0,-1.63,06412
2523,21.61,-157.92,583100.0,26.32,96717
2524,39.21,-83.8,82000.0,2.35,45142
2525,44.0,-117.27,116400.0,7.43,97918
2526,40.6,-76.13,134000.0,1.12,17922
2527,41.54,-86.41,85400.0,1.01,46554
2528,38.12,-85.96,100400.0,3.59,47117
2529,48.56,-122.41,415600.0,7.16,98232
2530,29.16,-81.54,146200.0,12.34,32102
2531,36.74,-79.46,76500.0,2.23,24549
2532,42.15,-71.22,387300.0,-0.29,02032
2533,41.8,-71.06,294800.0,-0.75,02702
2534,42.65,-86.17,269100.0,1.67,49453
2535,38.63,-95.83,58500.0,8.25,66523
2536,42.84,-74.97,110000.0,-4.0,13439
2537,21.09,-156.97,322100.0,26.32,96748
2538,42.49,-72.0,207300.0,-1.77,01452
